early_realized_volatility,early_probability_range,early_trend,early_max_drawdown,early_reversals,early_entropy,market_id,horizon,abs_surprise,efficient_market
0.5512,0.8700000000000001,-0.0005372803601200316,0.935483870967742,78.0,0.12113135972373715,248594.0,0.5,0.02,0
0.0,0.0,0.0,0.0,0.0,0.0,249778.0,0.5,0.4499999999999999,0
0.005725000000000002,0.08500000000000002,-0.010363636363636365,0.21250000000000005,4.0,0.639031859650177,250474.0,0.5,0.36,0
0.22479999999999997,0.7,0.004545053782401692,0.6099290780141844,43.0,0.6549859670294105,251025.0,0.5,0.005,1
0.16334999999999997,0.41500000000000004,0.0039986733308651125,0.47297297297297297,21.0,0.6056477213956263,251027.0,0.5,0.175,0
0.22302500000000003,0.31,-0.0006890880612600071,0.4285714285714286,96.0,0.7481708517144771,251045.0,0.5,0.06,0
0.12560000000000002,0.35000000000000003,0.000651199521898745,0.6666666666666667,25.0,1.1116046241078534,251046.0,0.5,0.445,0
0.0002250000000000004,0.015000000000000013,-0.004500000000000004,0.06000000000000005,2.0,,252047.0,0.5,0.765,0
0.0012475,0.0395,-0.0012089285714285715,0.7181818181818181,7.0,1.4680602034990462,252048.0,0.5,0.01,0
0.0019337499999999993,0.036000000000000004,-7.539887469392636e-06,0.6545454545454547,187.0,0.2608328029092903,252055.0,0.5,0.006,1
0.20042500000000002,0.36,0.0011809021972772867,0.5700000000000001,43.0,0.43563378888599413,252101.0,0.5,0.005,1
0.49635,0.6,0.002634181580011943,0.888888888888889,26.0,0.3226444338777295,252137.0,0.5,0.015,0
0.42183575000000006,0.49,0.0007886702161147319,0.3827160493827161,92.0,0.057891781794329654,252729.0,0.5,0.046,0
0.006748749999999998,0.175,-0.0002733599155867145,0.9210526315789473,106.0,0.433486988729671,252730.0,0.5,0.0155,0
0.2272,0.64,-0.00011964804035670005,0.7231638418079096,411.0,0.13899721092464912,253299.0,0.5,0.007,1
0.23897499999999994,0.31999999999999995,0.00010567661003809317,0.3780487804878048,7.0,0.033019658007756574,253361.0,0.5,0.0074999999999999,1
0.43108775,0.5025000000000001,-0.00030709745928244556,0.9852941176470589,34.0,0.1068746763458261,253363.0,0.5,0.002,1
0.42433975000000007,0.493,-0.0001617522617883422,0.9666666666666667,48.0,0.07337239733913517,253364.0,0.5,0.0075,1
,,,,,,253383.0,0.5,0.435,0
0.501825,0.47000000000000003,2.0365698604684402e-05,0.8076923076923077,25.0,0.024359941027668006,253384.0,0.5,0.235,0
0.7945250000000001,0.4600000000000001,0.00021664836603940842,0.49197860962566853,87.0,0.20633601737438007,253390.0,0.5,0.2249999999999999,0
0.9696480000000001,0.4515,-0.00014689581720375185,0.8922924901185771,81.0,0.0636213032353825,253391.0,0.5,0.0005,1
0.962875,0.52,-9.039980739360265e-05,0.8188976377952756,220.0,0.1130538655753622,253399.0,0.5,0.0005,1
0.6236250000000001,0.525,0.0012272589593025646,0.81,134.0,0.7944310105151214,253401.0,0.5,0.065,0
1.1410750000000003,0.4800000000000001,0.0012322497776899516,0.6272727272727274,94.0,0.44291475256809076,253402.0,0.5,0.5449999999999999,0
0.030600000000000002,0.17,-0.019000000000000003,0.5151515151515151,1.0,,253973.0,0.5,0.0004999999999999,1
0.40984599999999993,0.478,-0.0001178320800216892,0.956,87.0,0.24108243933535004,254049.0,0.5,0.007,1
0.16042500000000004,0.45,-0.0005153294761743911,0.5921052631578947,134.0,0.2896096817289968,254557.0,0.5,0.0055,1
0.123229,0.265,4.235152525466398e-06,0.8833333333333334,246.0,0.08479320132157743,254571.0,0.5,0.0035,1
0.6545250000000001,0.6000000000000001,7.245544451513275e-05,0.8646616541353384,496.0,0.1530331929883852,254572.0,0.5,0.0005,1
0.2607999999999999,0.44499999999999995,7.604171378067116e-05,0.591304347826087,368.0,0.10990831414002578,254573.0,0.5,0.0005,1
0.8094249999999998,0.45499999999999996,4.364389783637433e-05,0.6379310344827587,445.0,0.07139835549387073,254576.0,0.5,0.0005,1
0.112925,0.405,5.883266400908617e-06,0.855072463768116,514.0,0.27592066572993307,254577.0,0.5,0.0005,1
0.01589825,0.25,-1.1223464991611338e-05,0.8783783783783784,589.0,0.1438040030064765,254578.0,0.5,0.0004999999999999,1
0.06343324999999998,0.3255,3.297555141983699e-06,0.8099999999999999,532.0,0.03159253144533342,254579.0,0.5,0.0005,1
0.007514249999999998,0.14150000000000001,3.0687617117405273e-06,0.5393258426966292,572.0,0.12744141006964654,254580.0,0.5,0.0005,1
0.021975,0.16999999999999998,-3.5873695673824227e-06,0.2764227642276423,84.0,0.06425148551759435,254600.0,0.5,0.5,0
0.36487499999999995,0.62,-0.00744836415362731,0.8920863309352518,45.0,1.08565350385195,254631.0,0.5,0.0075,1
0.13794999999999993,0.445,-0.0003007529925750797,0.8811881188118812,35.0,0.09938451168556657,255333.0,0.5,0.05,0
0.3765084999999999,0.7155,-0.00022683496927456277,0.7815401419989078,695.0,0.21556960804735778,255335.0,0.5,0.0134999999999999,0
0.3814225,0.6395,-0.00015011890092825258,0.6843231674692348,449.0,0.16845578699431327,255336.0,0.5,0.0004999999999999,1
0.25582375,0.5289999999999999,-0.00010806437144088749,0.5568421052631578,374.0,0.13125151322818382,255337.0,0.5,0.0004999999999999,1
0.0007499999999999947,0.029999999999999916,-0.0034999999999999923,0.05263157894736828,1.0,,255410.0,0.5,0.535,0
