market_id,start_date,last_observed_date,n_observations,first_probability,final_probability,mean_probability,median_probability,min_probability,max_probability,probability_volatility,id,question,slug,category,endDate,closed,volume,liquidity,outcomes,outcomePrices,clobTokenIds,yes_token_id,endDate_dt,outcome,market_duration_days,probability_change,abs_probability_change,surprise,abs_surprise,research_group
252101,2023-08-28 17:00:02+00:00,2023-09-10 23:00:02+00:00,319,0.5,0.005,0.5384326018808777,0.575,0.005,0.925,0.2036480678463426,252101,Will Rubiales remain Spanish FA president through Sep 11?,will-rubiales-remain-spanish-fa-president-through-sep-11,,2023-09-11T00:00:00Z,True,2006.932083,1e-06,"[""Yes"", ""No""]","[""0"", ""1""]","[""41741721166349223606736676826134468717029646453003321399132298739197359954315"", ""96535259257097673714272038712705402274321802631640805597647267821790642500135""]",41741721166349223606736676826134468717029646453003321399132298739197359954315,2023-09-11 00:00:00+00:00,0,13,-0.495,0.495,-0.005,0.005,OTHER
252137,2023-09-14 16:00:02+00:00,2023-09-29 23:00:03+00:00,368,0.495,0.015,0.199578804347826,0.125,0.015,0.655,0.1642828500129449,252137,Will SAG end strike by Sep 30?,will-sag-end-strike-by-sep-30,,2023-09-30T00:00:00Z,True,288.659801,1925.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""46905741216567959230274746430435657344387695316784508879008204313508935901635"", ""14171244920322425367828623097151027384682228538872960905656579349560452868886""]",46905741216567959230274746430435657344387695316784508879008204313508935901635,2023-09-30 00:00:00+00:00,0,15,-0.48,0.48,-0.015,0.015,OTHER
252729,2023-10-23 19:00:02+00:00,2023-12-11 23:00:02+00:00,1181,0.8,0.954,0.8823217612193056,0.94,0.5,0.991,0.1613981200684851,252729,Will the Fed raise interest rates by 0 bps after its December meeting?,will-the-fed-raise-interest-rates-by-0-bps-after-its-december-meeting,,2023-12-12T00:00:00Z,True,29458.058773,0.0,"[""Yes"", ""No""]","[""1"", ""0""]","[""12408230057550388631927572995498874087256748510441651102756939481228298956369"", ""6197481189033769568626680072622228905698064013605526615840685296396952665260""]",12408230057550388631927572995498874087256748510441651102756939481228298956369,2023-12-12 00:00:00+00:00,1,49,0.1539999999999999,0.1539999999999999,0.046,0.046,MONETARY_MACRO
252730,2023-10-23 19:00:02+00:00,2023-12-12 23:00:03+00:00,1205,0.19,0.0155,0.0668468879668049,0.0315,0.0075,0.485,0.0708298901563436,252730,Will the Fed raise interest rates by 25 bps after its December meeting?,will-the-fed-raise-interest-rates-by-25-bps-after-its-december-meeting,,2023-12-13T00:00:00Z,True,27152.23446,0.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""115570981123842187496894360626945622467149923579919003091466749371113066796130"", ""77552040852776799051437593597446435884981722751330016738803930489545113745822""]",115570981123842187496894360626945622467149923579919003091466749371113066796130,2023-12-13 00:00:00+00:00,0,50,-0.1745,0.1745,-0.0155,0.0155,MONETARY_MACRO
253299,2023-12-06 19:00:03+00:00,2024-04-30 23:00:03+00:00,3508,0.475,0.007,0.4136030501710376,0.275,0.007,0.885,0.3218047810076381,253299,Fed rate cut by May 1?,fed-rate-cut-by-may-1,,2024-05-01T00:00:00Z,True,1608415.69825,,"[""Yes"", ""No""]","[""0"", ""1""]","[""83851667680366640878188644192787571386317308170863196325961219248319212102172"", ""47650054389696980232450331908585421883508458288008373691474298469705688414635""]",83851667680366640878188644192787571386317308170863196325961219248319212102172,2024-05-01 00:00:00+00:00,0,146,-0.4679999999999999,0.4679999999999999,-0.007,0.007,MONETARY_MACRO
253361,2023-12-08 23:00:02+00:00,2024-01-30 23:00:02+00:00,1272,0.5,0.9925,0.7802928459119497,0.745,0.5,0.993,0.1031951668374712,253361,Will the Fed raise interest rates by 0 bps after its January meeting?,will-the-fed-raise-interest-rates-by-0-bps-after-its-january-meeting,,2024-01-31T00:00:00Z,True,11073.89907,0.0,"[""Yes"", ""No""]","[""1"", ""0""]","[""59161453739548749506626935916785382180160388335096779498212302359864194982839"", ""73186635410246392857006846302471547746435727607292452979995753918323557387952""]",59161453739548749506626935916785382180160388335096779498212302359864194982839,2024-01-31 00:00:00+00:00,1,53,0.4925,0.4925,0.0074999999999999,0.0074999999999999,MONETARY_MACRO
253363,2023-12-08 23:00:02+00:00,2024-01-30 23:00:02+00:00,1272,0.5,0.002,0.0639599056603773,0.015,0.002,0.51,0.1160823792348973,253363,Will the Fed raise interest rates by 25 bps after its January meeting?,will-the-fed-raise-interest-rates-by-25-bps-after-its-january-meeting,,2024-01-31T00:00:00Z,True,13148.333332,0.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""51882881036400115365960749695803801468287449607744554859820244759346785471919"", ""52523979217315432752683627714507510844376099776707024236171901768544983513386""]",51882881036400115365960749695803801468287449607744554859820244759346785471919,2024-01-31 00:00:00+00:00,0,53,-0.498,0.498,-0.002,0.002,MONETARY_MACRO
253364,2023-12-08 23:00:02+00:00,2024-01-30 23:00:02+00:00,1272,0.5,0.0075,0.0429528301886792,0.0225,0.006,0.51,0.0733028818402309,253364,Will the Fed decrease interest rates by 25 bps after its January meeting?,will-the-fed-decrease-interest-rates-by-25-bps-after-its-january-meeting,,2024-01-31T00:00:00Z,True,58887.595421000005,0.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""7456327969315783330931352336688009175553298805923726402105094902683565728372"", ""61261108154188554068415889997843548833290904163268333664707838611169937840545""]",7456327969315783330931352336688009175553298805923726402105094902683565728372,2024-01-31 00:00:00+00:00,0,53,-0.4925,0.4925,-0.0075,0.0075,MONETARY_MACRO
253383,2023-12-11 20:00:03+00:00,2023-12-11 23:00:02+00:00,4,0.53,0.565,0.55875,0.5674999999999999,0.53,0.57,0.019311050377094,253383,US inflation >0% from Oct to Nov 2023?,us-inflation-0-from-oct-to-nov-2023,,2023-12-12T00:00:00Z,True,12681.502661,0.0,"[""Yes"", ""No""]","[""1"", ""0""]","[""64174025193543892658593444612917146559481251477690273928013195540387952732062"", ""78628476807521765590768306437299483486033254728645143896258473749503439104977""]",64174025193543892658593444612917146559481251477690273928013195540387952732062,2023-12-12 00:00:00+00:00,1,0,0.0349999999999999,0.0349999999999999,0.435,0.435,MONETARY_MACRO
253384,2023-12-11 21:00:02+00:00,2024-06-29 23:00:03+00:00,4825,0.085,0.235,0.215500518134715,0.25,0.015,0.52,0.0653330798945241,253384,Elizabeth Warren crypto bill become law by June?,elizabeth-warren-crypto-bill-become-law-by-june,,2024-06-30T00:00:00Z,True,2645.982052,0.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""112038124133433589874891875201535078613871332129650899627496635430069167471312"", ""103585743754729806814075137485701230171878021996323868934414469696776301895402""]",112038124133433589874891875201535078613871332129650899627496635430069167471312,2024-06-30 00:00:00+00:00,0,201,0.1499999999999999,0.1499999999999999,-0.235,0.235,OTHER
253390,2023-12-12 01:00:02+00:00,2024-01-15 15:00:02+00:00,830,0.5,0.775,0.8251987951807228,0.855,0.475,0.945,0.1059928770554129,253390,Arévalo inaugurated in Guatemala in January?,arvalo-inaugurated-in-guatemala-in-january,,2024-01-31T00:00:00Z,True,12561.361649,0.0,"[""Yes"", ""No""]","[""1"", ""0""]","[""77727600842154138325991643325242476148458071921366439727396378201439396087446"", ""59538047284492958991976882575556664341926800706411517311987712038703814828357""]",77727600842154138325991643325242476148458071921366439727396378201439396087446,2024-01-31 00:00:00+00:00,1,34,0.275,0.275,0.2249999999999999,0.2249999999999999,POLITICS_GEO
253391,2023-12-11 22:00:02+00:00,2024-03-30 23:00:03+00:00,2641,0.0805,0.0005,0.0834333585762968,0.0545,0.0005,0.506,0.0896500124032622,253391,"Will Biden be impeached by March 31, 2024?",will-biden-be-impeached-by-march-31-2024,,2024-03-31T00:00:00Z,True,37027.301095,,"[""Yes"", ""No""]","[""0"", ""1""]","[""58499699066661565498614468437246548340562017448350821568465272596703204493202"", ""54111379201958606669790804205272652382065471954256341131348851792170310258386""]",58499699066661565498614468437246548340562017448350821568465272596703204493202,2024-03-31 00:00:00+00:00,0,110,-0.08,0.08,-0.0005,0.0005,POLITICS_GEO
253399,2023-12-12 20:00:03+00:00,2024-06-29 23:00:03+00:00,4802,0.19,0.0005,0.1179651187005414,0.125,0.0005,0.635,0.0959484668531876,253399,Ceasefire between Russia and Ukraine by June 30?,ceasefire-between-russia-and-ukraine-by-june,,2024-06-30T00:00:00Z,True,357703.461164,,"[""Yes"", ""No""]","[""0"", ""1""]","[""13437660449374713654760769676799199600029352285146096022294527977361536270179"", ""2695811811952786757944020316773226887292996880505102133673169325314158239053""]",13437660449374713654760769676799199600029352285146096022294527977361536270179,2024-06-30 00:00:00+00:00,0,200,-0.1895,0.1895,-0.0005,0.0005,POLITICS_GEO
253401,2023-12-12 19:00:03+00:00,2023-12-30 23:00:02+00:00,437,0.5,0.065,0.4383752860411899,0.495,0.0295,0.85,0.2096809719172191,253401,US Congress approve more Ukraine aid in 2023?,us-congress-approve-more-ukraine-aid-in-2023,,2023-12-31T00:00:00Z,True,107430.868515,0.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""40963398151633583311793084740566145454434023006821522760525881993042317448926"", ""95026157944758557738874072267822401940700738574689482975546906065536411093759""]",40963398151633583311793084740566145454434023006821522760525881993042317448926,2023-12-31 00:00:00+00:00,0,18,-0.435,0.435,-0.065,0.065,POLITICS_GEO
253402,2023-12-12 20:00:03+00:00,2024-01-10 23:00:03+00:00,699,0.5,0.455,0.4333404864091559,0.415,0.205,0.685,0.1439771002378029,253402,US inflation >0.2% from Nov to Dec 2023?,us-inflation-0pt2-from-nov-to-dec-2023,,2024-01-11T00:00:00Z,True,28545.561724,0.0,"[""Yes"", ""No""]","[""1"", ""0""]","[""52729239680134382145529699840145268299831690452697055294507799842917120910180"", ""87467427536965806666218239589970101254619895821303513749749222308390497640820""]",52729239680134382145529699840145268299831690452697055294507799842917120910180,2024-01-11 00:00:00+00:00,1,29,-0.0449999999999999,0.0449999999999999,0.5449999999999999,0.5449999999999999,MONETARY_MACRO
253973,2024-01-17 22:00:02+00:00,2024-01-18 06:00:02+00:00,9,0.2,0.9995,0.5236666666666667,0.33,0.16,0.9995,0.3751810396328685,253973,Will Pakistan strike Iran by Saturday?,will-pakistan-strike-iran-by-saturday,,2024-01-20T00:00:00Z,True,18873.560953,0.0,"[""Yes"", ""No""]","[""1"", ""0""]","[""96950588438853114281046141409169924782694673101802904300774749447095925976292"", ""4101691699507166973457588341580057629184055920632197330932720652842610973826""]",96950588438853114281046141409169924782694673101802904300774749447095925976292,2024-01-20 00:00:00+00:00,1,0,0.7995000000000001,0.7995000000000001,0.0004999999999999,0.0004999999999999,POLITICS_GEO
254049,2024-01-23 00:00:03+00:00,2024-02-14 23:00:02+00:00,552,0.5,0.007,0.0597545289855072,0.045,0.007,0.5,0.0610955261769141,254049,Will US attack Iran by February 15?,will-us-attack-iran-by-february-15,,2024-02-15T00:00:00Z,True,237401.153348,0.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""26669700241573375119976961385531980031379324449862873122753762054452038569521"", ""100297535762894808597500470485092668411632487779273845892510178798023131438727""]",26669700241573375119976961385531980031379324449862873122753762054452038569521,2024-02-15 00:00:00+00:00,0,22,-0.493,0.493,-0.007,0.007,POLITICS_GEO
254557,2024-02-20 20:00:02+00:00,2024-03-30 23:00:03+00:00,940,0.5,0.0055,0.2894989361702128,0.315,0.003,0.76,0.2360588431337769,254557,Ukraine aid package by March 31?,ukraine-aid-package-by-march-31,,2024-03-31T00:00:00Z,True,55339.90377,,"[""Yes"", ""No""]","[""0"", ""1""]","[""60862042338635486604436082347256370904792043407525791185197290321483004671159"", ""112987662463568793161114828802875891188301759521009477883351805733563613193562""]",60862042338635486604436082347256370904792043407525791185197290321483004671159,2024-03-31 00:00:00+00:00,0,39,-0.4945,0.4945,-0.0055,0.0055,POLITICS_GEO
254571,2024-02-21 18:00:02+00:00,2024-12-30 23:00:04+00:00,7516,0.245,0.0035,0.0982848589675359,0.09,0.0015,0.507,0.0631844632495556,254571,Russian nuke in space in 2024?,russian-nuke-in-space-in-2024,,2024-12-31T00:00:00Z,True,49804.8718070007,,"[""Yes"", ""No""]","[""0"", ""1""]","[""114914880685061010800990935542529154665558661430603094645097132814178448580297"", ""46605349691831287590248095862714851027249755717621028386138188711008595756776""]",114914880685061010800990935542529154665558661430603094645097132814178448580297,2024-12-31 00:00:00+00:00,0,313,-0.2415,0.2415,-0.0035,0.0035,POLITICS_GEO
254572,2024-03-21 17:00:04+00:00,2024-09-18 22:00:02+00:00,4348,0.075,0.0005,0.1511722631094756,0.135,0.0005,0.665,0.116533953872213,254572,Will Fed cut interest rates 0 times in 2024?,will-fed-cut-interest-rates-0-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,2049580.060001,,"[""Yes"", ""No""]","[""0"", ""1""]","[""89696659573954222419095252604067183414791320102947583740730535398317437004018"", ""76362906424219538638487419695671927644930476168037870259478696895326164222360""]",89696659573954222419095252604067183414791320102947583740730535398317437004018,2024-12-30 12:00:00+00:00,0,181,-0.0745,0.0745,-0.0005,0.0005,MONETARY_MACRO
254573,2024-03-21 17:00:04+00:00,2024-09-18 21:00:02+00:00,4347,0.15,0.0005,0.2027708764665286,0.25,0.0005,0.575,0.1159077176419445,254573,Will Fed cut interest rates 1 time in 2024?,will-fed-cut-interest-rates-1-time-by-dec-meeting,,2024-12-30T12:00:00Z,True,1407495.111446,,"[""Yes"", ""No""]","[""0"", ""1""]","[""32272860844231060811233757055954807457524340164340805418730029984354041556115"", ""1618857704234890893534871854732768737487882794117540112072599908645532035187""]",32272860844231060811233757055954807457524340164340805418730029984354041556115,2024-12-30 12:00:00+00:00,0,181,-0.1495,0.1495,-0.0005,0.0005,MONETARY_MACRO
254576,2024-03-21 17:00:04+00:00,2024-11-08 02:00:02+00:00,5552,0.22,0.0005,0.1987210014409222,0.23,0.0005,0.62,0.1155516678968495,254576,Will Fed cut interest rates 2 times in 2024?,will-fed-cut-interest-rates-2-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,3982525.829184,,"[""Yes"", ""No""]","[""0"", ""1""]","[""3871927428485769761941293093301936346966585290331404922187519259041214679155"", ""110973344135995149785112705399269170498135973278560074168823250862703105635177""]",3871927428485769761941293093301936346966585290331404922187519259041214679155,2024-12-30 12:00:00+00:00,0,231,-0.2195,0.2195,-0.0005,0.0005,MONETARY_MACRO
254577,2024-03-21 17:00:04+00:00,2024-12-18 22:00:04+00:00,6532,0.27,0.0005,0.2023299908144519,0.185,0.0005,0.455,0.110258019903841,254577,Will Fed cut interest rates 3 times in 2024?,will-fed-cut-interest-rates-3-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,8337156.91915808,,"[""Yes"", ""No""]","[""0"", ""1""]","[""35768725149562192699070006303662567010406472338668143689111965491738000793190"", ""83892466078931422939390853849139934691334210073755987430603016034195037277387""]",35768725149562192699070006303662567010406472338668143689111965491738000793190,2024-12-30 12:00:00+00:00,0,272,-0.2695,0.2695,-0.0005,0.0005,MONETARY_MACRO
254578,2024-03-21 17:00:04+00:00,2024-12-18 22:00:04+00:00,6532,0.16,0.9995,0.2843994947948561,0.175,0.0225,0.9995,0.2775430167236009,254578,Will Fed cut interest rates 4 times in 2024?,will-fed-cut-interest-rates-4-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,6812524.970527,,"[""Yes"", ""No""]","[""1"", ""0""]","[""101669189743438912873361127612589311253202068943959811456820079057046819967115"", ""113332423559050930347591987511234765387649957428761857688151517507261414072694""]",101669189743438912873361127612589311253202068943959811456820079057046819967115,2024-12-30 12:00:00+00:00,1,272,0.8395,0.8395,0.0004999999999999,0.0004999999999999,MONETARY_MACRO
254579,2024-03-21 17:00:04+00:00,2024-12-18 22:00:04+00:00,6532,0.045,0.0005,0.0753346601347213,0.0255,0.0005,0.4165,0.1022933366538143,254579,Will Fed cut interest rates 5 times in 2024?,will-fed-cut-interest-rates-5-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,6683117.51304494,,"[""Yes"", ""No""]","[""0"", ""1""]","[""47297524982498421283461933358535593734005022410217129184450501581717779411296"", ""59078630628332761069867151549679577601661122300168805150493001088287567354081""]",47297524982498421283461933358535593734005022410217129184450501581717779411296,2024-12-30 12:00:00+00:00,0,272,-0.0445,0.0445,-0.0005,0.0005,MONETARY_MACRO
254580,2024-03-21 17:00:04+00:00,2024-12-18 22:00:04+00:00,6532,0.03,0.0005,0.0441565370483772,0.0305,0.0005,0.2995,0.0434435047982024,254580,Will Fed cut interest rates 6+ times in 2024?,will-fed-cut-interest-rates-6-times-by-dec-meeting,,2024-12-30T12:00:00Z,True,20169086.258574,,"[""Yes"", ""No""]","[""0"", ""1""]","[""84643183405420394202022228902561826740846808356501215227161666889870223731025"", ""58554034321367267952114748479751883364578049339591712689184773821576920660326""]",84643183405420394202022228902561826740846808356501215227161666889870223731025,2024-12-30 12:00:00+00:00,0,272,-0.0295,0.0295,-0.0005,0.0005,MONETARY_MACRO
254600,2024-02-21 23:00:03+00:00,2024-11-04 23:00:02+00:00,6168,0.615,0.5,0.5590491245136187,0.555,0.445,0.65,0.0443040669815569,254600,House control after 2024 election?,house-control-after-2024-election,,2024-11-05T00:00:00Z,True,7967497.858254,,"[""Democratic"", ""Republican""]","[""0"", ""1""]","[""101855562831265107203442419096879190899859816025360403919576363159629903511162"", ""52305181636507151858662345358653712096897417621314252379525645226272149566924""]",101855562831265107203442419096879190899859816025360403919576363159629903511162,2024-11-05 00:00:00+00:00,0,256,-0.1149999999999999,0.1149999999999999,-0.5,0.5,POLITICS_GEO
254631,2024-02-22 18:00:02+00:00,2024-02-28 23:00:03+00:00,150,0.5,0.0075,0.1813166666666666,0.0925,0.0075,0.695,0.2009232750878698,254631,Will Gemini generate images of people again in February?,will-gemini-generate-images-of-people-again-in-february,,2024-02-29T00:00:00Z,True,34329.323445,0.0,"[""Yes"", ""No""]","[""0"", ""1""]","[""81327248904333667515297026454030185327728816623152607985199593821927225446662"", ""5090707677893697415620633727371494750065861834883460198060230603807309469032""]",81327248904333667515297026454030185327728816623152607985199593821927225446662,2024-02-29 00:00:00+00:00,0,6,-0.4925,0.4925,-0.0075,0.0075,OTHER
255333,2024-03-07 19:00:03+00:00,2024-03-30 23:00:03+00:00,557,0.505,0.05,0.0928007181328545,0.075,0.05,0.505,0.0385513504068066,255333,Will X remove likes + reposts counter in March?,will-x-remove-likes-reposts-counter-in-march,,2024-03-31T00:00:00Z,True,11403.704168,,"[""Yes"", ""No""]","[""0"", ""1""]","[""39050296324364445809641664684679872936491115626778324924525327416420800978175"", ""89653695069359541980362576745906162289788383968359861266833283134215457248801""]",39050296324364445809641664684679872936491115626778324924525327416420800978175,2024-03-31 00:00:00+00:00,0,23,-0.455,0.455,-0.05,0.05,OTHER
255335,2024-03-08 20:00:03+00:00,2024-09-17 23:00:02+00:00,4634,0.5,0.9865,0.7165612861458783,0.785,0.2,0.9875,0.2061614830924671,255335,Fed rate cut by September 18?,fed-rate-cut-by-september-18,,2024-09-18T00:00:00Z,True,20345317.826273,,"[""Yes"", ""No""]","[""1"", ""0""]","[""50376722767982976792819483321675476184683505970028931051190616149906273365875"", ""37897010840099630081979453373185488191860949983734816397821701022706799414185""]",50376722767982976792819483321675476184683505970028931051190616149906273365875,2024-09-18 00:00:00+00:00,1,193,0.4865,0.4865,0.0134999999999999,0.0134999999999999,MONETARY_MACRO
255336,2024-03-08 20:00:03+00:00,2024-09-18 20:00:02+00:00,4655,0.875,0.9995,0.8023324382384532,0.842,0.295,0.9995,0.1526023896320329,255336,Fed rate cut by November 7?,fed-rate-cut-by-november-7,,2024-11-07T00:00:00Z,True,2020982.792054,,"[""Yes"", ""No""]","[""1"", ""0""]","[""93228023618410490101171282292262923995154960859974869936361626344713447693757"", ""65773435103546041498070625786375232393837706669787188912401598120638608594915""]",93228023618410490101171282292262923995154960859974869936361626344713447693757,2024-11-07 00:00:00+00:00,1,193,0.1245,0.1245,0.0004999999999999,0.0004999999999999,MONETARY_MACRO
255337,2024-03-08 20:00:03+00:00,2024-09-18 20:00:02+00:00,4655,0.95,0.9995,0.8489045112781956,0.864,0.421,0.9995,0.1119776142767429,255337,Fed rate cut by December 18?,fed-rate-cut-by-december-18,,2024-12-18T00:00:00Z,True,2269863.269023,,"[""Yes"", ""No""]","[""1"", ""0""]","[""114348764082100671299495859311302103169701355134735300981582468907792902121612"", ""66617594884926885005192561525755499429675143764862756277959731751993175054056""]",114348764082100671299495859311302103169701355134735300981582468907792902121612,2024-12-18 00:00:00+00:00,1,193,0.0495000000000001,0.0495000000000001,0.0004999999999999,0.0004999999999999,MONETARY_MACRO
