timestamp,asset_id,best_bid,best_ask,mid_price,microprice,edge,spread,imbalance,depth
1781670657.8248796,112263093100686109891972602979460856408611438450074613791714357274080770536504,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670657.8252087,11280558115936456585904675567640707056155241092370692901368524463925928600842,0.11,0.15,0.130,0.1127213420316868592730661696,-0.0172786579683131407269338304,0.04,0.06803355079217148182665424045,107.3
1781670657.825557,50292933818751585369672690878774599873941191925538325333138798248932182222864,0.389,0.392,0.3905,0.3919092080977353294465766267,0.0014092080977353294465766267,0.003,0.9697360325784431488588755750,341.33
1781670657.825871,12963869833838696349134591178892586509546549676681530057691780490969939726649,0.91,0.92,0.915,0.9163134439217628125773706363,0.0013134439217628125773706363,0.01,0.6313443921762812577370636296,646.24
1781670657.826189,58507084608782512565480280053882807505189448738098588563704773804344223603355,0.608,0.611,0.6095,0.6080907919022646705534233733,-0.0014092080977353294465766267,0.003,0.03026396742155685114112442504,341.33
1781670662.8457775,36545035991883633552056406090926663943913966528619028487905434429658670628185,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670662.8464844,75325800980805191432247713433059602003287797994426454877102862804464373217417,0.08,0.09,0.085,0.08357588856868395773294908742,-0.00142411143131604226705091258,0.01,0.3575888568683957732949087416,666.24
1781670662.84687,12369294935701377203300019700047987848793450009787501327274207549237196997903,0.08,0.098,0.0890,0.09618162817431288535897167938,0.00718162817431288535897167938,0.018,0.8989793430173825199428710767,287.07
1781670662.847278,57337577889590185138539689186873180373868665712611809580343325178077191326061,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670662.8476834,39556753444993217193532214884429349349511229187713739915516531227083289040316,0.85,0.89,0.870,0.8872786579683131407269338304,0.0172786579683131407269338304,0.04,0.9319664492078285181733457596,107.3
1781670662.8480668,94297885496428433994612881192883747282447345164360333822514231082582602051560,0.902,0.92,0.9110,0.9038183718256871146410283206,-0.0071816281743128853589716794,0.018,0.1010206569826174800571289233,287.07
1781670662.8484008,31638145116052561163664801963142129971583841118384951399947355471025921948419,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670662.8487043,112263093100686109891972602979460856408611438450074613791714357274080770536504,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670662.8490043,11280558115936456585904675567640707056155241092370692901368524463925928600842,0.11,0.15,0.130,0.1127213420316868592730661696,-0.0172786579683131407269338304,0.04,0.06803355079217148182665424045,107.3
1781670662.849303,50292933818751585369672690878774599873941191925538325333138798248932182222864,0.389,0.392,0.3905,0.3919092080977353294465766267,0.0014092080977353294465766267,0.003,0.9697360325784431488588755750,341.33
1781670662.8497028,12963869833838696349134591178892586509546549676681530057691780490969939726649,0.91,0.92,0.915,0.9164241114313160422670509126,0.0014241114313160422670509126,0.01,0.6424111431316042267050912584,666.24
1781670662.8500428,58507084608782512565480280053882807505189448738098588563704773804344223603355,0.608,0.611,0.6095,0.6080907919022646705534233733,-0.0014092080977353294465766267,0.003,0.03026396742155685114112442504,341.33
1781670667.8564065,36545035991883633552056406090926663943913966528619028487905434429658670628185,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670667.8581004,75325800980805191432247713433059602003287797994426454877102862804464373217417,0.08,0.09,0.085,0.08357588856868395773294908742,-0.00142411143131604226705091258,0.01,0.3575888568683957732949087416,666.24
1781670667.8595607,12369294935701377203300019700047987848793450009787501327274207549237196997903,0.08,0.098,0.0890,0.09618162817431288535897167938,0.00718162817431288535897167938,0.018,0.8989793430173825199428710767,287.07
1781670667.8607388,57337577889590185138539689186873180373868665712611809580343325178077191326061,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670667.8623095,39556753444993217193532214884429349349511229187713739915516531227083289040316,0.85,0.89,0.870,0.8872786579683131407269338304,0.0172786579683131407269338304,0.04,0.9319664492078285181733457596,107.3
1781670667.8640332,94297885496428433994612881192883747282447345164360333822514231082582602051560,0.902,0.92,0.9110,0.9038183718256871146410283206,-0.0071816281743128853589716794,0.018,0.1010206569826174800571289233,287.07
1781670667.8654323,31638145116052561163664801963142129971583841118384951399947355471025921948419,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670667.866725,112263093100686109891972602979460856408611438450074613791714357274080770536504,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670667.8683915,11280558115936456585904675567640707056155241092370692901368524463925928600842,0.11,0.15,0.130,0.1127213420316868592730661696,-0.0172786579683131407269338304,0.04,0.06803355079217148182665424045,107.3
1781670667.8696432,50292933818751585369672690878774599873941191925538325333138798248932182222864,0.389,0.392,0.3905,0.3919092080977353294465766267,0.0014092080977353294465766267,0.003,0.9697360325784431488588755750,341.33
1781670667.8711019,12963869833838696349134591178892586509546549676681530057691780490969939726649,0.91,0.92,0.915,0.9164241114313160422670509126,0.0014241114313160422670509126,0.01,0.6424111431316042267050912584,666.24
1781670667.8725283,58507084608782512565480280053882807505189448738098588563704773804344223603355,0.608,0.611,0.6095,0.6080907919022646705534233733,-0.0014092080977353294465766267,0.003,0.03026396742155685114112442504,341.33
1781670672.8833287,36545035991883633552056406090926663943913966528619028487905434429658670628185,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670672.883773,75325800980805191432247713433059602003287797994426454877102862804464373217417,0.08,0.09,0.085,0.08357588856868395773294908742,-0.00142411143131604226705091258,0.01,0.3575888568683957732949087416,666.24
1781670672.8841307,12369294935701377203300019700047987848793450009787501327274207549237196997903,0.08,0.098,0.0890,0.09618162817431288535897167938,0.00718162817431288535897167938,0.018,0.8989793430173825199428710767,287.07
1781670672.8847723,57337577889590185138539689186873180373868665712611809580343325178077191326061,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670672.8853147,39556753444993217193532214884429349349511229187713739915516531227083289040316,0.85,0.89,0.870,0.8872786579683131407269338304,0.0172786579683131407269338304,0.04,0.9319664492078285181733457596,107.3
1781670672.8857982,94297885496428433994612881192883747282447345164360333822514231082582602051560,0.902,0.92,0.9110,0.9038183718256871146410283206,-0.0071816281743128853589716794,0.018,0.1010206569826174800571289233,287.07
1781670672.8862414,31638145116052561163664801963142129971583841118384951399947355471025921948419,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670672.8866973,112263093100686109891972602979460856408611438450074613791714357274080770536504,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670672.8872077,11280558115936456585904675567640707056155241092370692901368524463925928600842,0.11,0.15,0.130,0.1127213420316868592730661696,-0.0172786579683131407269338304,0.04,0.06803355079217148182665424045,107.3
1781670672.8876777,50292933818751585369672690878774599873941191925538325333138798248932182222864,0.389,0.392,0.3905,0.3919092080977353294465766267,0.0014092080977353294465766267,0.003,0.9697360325784431488588755750,341.33
1781670672.888199,12963869833838696349134591178892586509546549676681530057691780490969939726649,0.91,0.92,0.915,0.9164241114313160422670509126,0.0014241114313160422670509126,0.01,0.6424111431316042267050912584,666.24
1781670672.8886259,58507084608782512565480280053882807505189448738098588563704773804344223603355,0.608,0.611,0.6095,0.6080907919022646705534233733,-0.0014092080977353294465766267,0.003,0.03026396742155685114112442504,341.33
1781670677.9057565,36545035991883633552056406090926663943913966528619028487905434429658670628185,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670677.9062564,75325800980805191432247713433059602003287797994426454877102862804464373217417,0.08,0.09,0.085,0.08357588856868395773294908742,-0.00142411143131604226705091258,0.01,0.3575888568683957732949087416,666.24
1781670677.9068022,12369294935701377203300019700047987848793450009787501327274207549237196997903,0.08,0.098,0.0890,0.09618162817431288535897167938,0.00718162817431288535897167938,0.018,0.8989793430173825199428710767,287.07
1781670677.907155,57337577889590185138539689186873180373868665712611809580343325178077191326061,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670677.907402,39556753444993217193532214884429349349511229187713739915516531227083289040316,0.85,0.89,0.870,0.8872786579683131407269338304,0.0172786579683131407269338304,0.04,0.9319664492078285181733457596,107.3
1781670677.9076607,94297885496428433994612881192883747282447345164360333822514231082582602051560,0.902,0.92,0.9110,0.9038183718256871146410283206,-0.0071816281743128853589716794,0.018,0.1010206569826174800571289233,287.07
1781670677.9079804,31638145116052561163664801963142129971583841118384951399947355471025921948419,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670677.908242,112263093100686109891972602979460856408611438450074613791714357274080770536504,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670677.9084854,11280558115936456585904675567640707056155241092370692901368524463925928600842,0.11,0.15,0.130,0.1127213420316868592730661696,-0.0172786579683131407269338304,0.04,0.06803355079217148182665424045,107.3
1781670677.908729,50292933818751585369672690878774599873941191925538325333138798248932182222864,0.389,0.392,0.3905,0.3919092080977353294465766267,0.0014092080977353294465766267,0.003,0.9697360325784431488588755750,341.33
1781670677.9089715,12963869833838696349134591178892586509546549676681530057691780490969939726649,0.91,0.92,0.915,0.9164241114313160422670509126,0.0014241114313160422670509126,0.01,0.6424111431316042267050912584,666.24
1781670677.9092207,58507084608782512565480280053882807505189448738098588563704773804344223603355,0.608,0.611,0.6095,0.6080907919022646705534233733,-0.0014092080977353294465766267,0.003,0.03026396742155685114112442504,341.33
1781670682.9161496,36545035991883633552056406090926663943913966528619028487905434429658670628185,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670682.9170852,75325800980805191432247713433059602003287797994426454877102862804464373217417,0.08,0.09,0.085,0.08357588856868395773294908742,-0.00142411143131604226705091258,0.01,0.3575888568683957732949087416,666.24
1781670682.9177139,12369294935701377203300019700047987848793450009787501327274207549237196997903,0.08,0.098,0.0890,0.09618162817431288535897167938,0.00718162817431288535897167938,0.018,0.8989793430173825199428710767,287.07
1781670682.91827,57337577889590185138539689186873180373868665712611809580343325178077191326061,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670682.9187074,39556753444993217193532214884429349349511229187713739915516531227083289040316,0.85,0.89,0.870,0.8872786579683131407269338304,0.0172786579683131407269338304,0.04,0.9319664492078285181733457596,107.3
1781670682.9191194,94297885496428433994612881192883747282447345164360333822514231082582602051560,0.902,0.92,0.9110,0.9038183718256871146410283206,-0.0071816281743128853589716794,0.018,0.1010206569826174800571289233,287.07
1781670682.919483,31638145116052561163664801963142129971583841118384951399947355471025921948419,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670682.919875,112263093100686109891972602979460856408611438450074613791714357274080770536504,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670682.920201,11280558115936456585904675567640707056155241092370692901368524463925928600842,0.11,0.15,0.130,0.1127213420316868592730661696,-0.0172786579683131407269338304,0.04,0.06803355079217148182665424045,107.3
1781670682.9204605,50292933818751585369672690878774599873941191925538325333138798248932182222864,0.389,0.392,0.3905,0.3919092080977353294465766267,0.0014092080977353294465766267,0.003,0.9697360325784431488588755750,341.33
1781670682.92072,12963869833838696349134591178892586509546549676681530057691780490969939726649,0.91,0.92,0.915,0.9164241114313160422670509126,0.0014241114313160422670509126,0.01,0.6424111431316042267050912584,666.24
1781670682.920967,58507084608782512565480280053882807505189448738098588563704773804344223603355,0.608,0.611,0.6095,0.6080907919022646705534233733,-0.0014092080977353294465766267,0.003,0.03026396742155685114112442504,341.33
1781670687.9320412,36545035991883633552056406090926663943913966528619028487905434429658670628185,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670687.933155,75325800980805191432247713433059602003287797994426454877102862804464373217417,0.08,0.09,0.085,0.08357588856868395773294908742,-0.00142411143131604226705091258,0.01,0.3575888568683957732949087416,666.24
1781670687.9341774,12369294935701377203300019700047987848793450009787501327274207549237196997903,0.08,0.098,0.0890,0.09618162817431288535897167938,0.00718162817431288535897167938,0.018,0.8989793430173825199428710767,287.07
1781670687.9350848,57337577889590185138539689186873180373868665712611809580343325178077191326061,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670687.9358788,39556753444993217193532214884429349349511229187713739915516531227083289040316,0.85,0.89,0.870,0.8872786579683131407269338304,0.0172786579683131407269338304,0.04,0.9319664492078285181733457596,107.3
1781670687.936666,94297885496428433994612881192883747282447345164360333822514231082582602051560,0.902,0.92,0.9110,0.9038183718256871146410283206,-0.0071816281743128853589716794,0.018,0.1010206569826174800571289233,287.07
1781670687.9374583,31638145116052561163664801963142129971583841118384951399947355471025921948419,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670687.9381275,112263093100686109891972602979460856408611438450074613791714357274080770536504,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670687.9386804,11280558115936456585904675567640707056155241092370692901368524463925928600842,0.11,0.15,0.130,0.1127213420316868592730661696,-0.0172786579683131407269338304,0.04,0.06803355079217148182665424045,107.3
1781670687.9392202,50292933818751585369672690878774599873941191925538325333138798248932182222864,0.389,0.392,0.3905,0.3919092080977353294465766267,0.0014092080977353294465766267,0.003,0.9697360325784431488588755750,341.33
1781670687.939914,12963869833838696349134591178892586509546549676681530057691780490969939726649,0.91,0.92,0.915,0.9164241114313160422670509126,0.0014241114313160422670509126,0.01,0.6424111431316042267050912584,666.24
1781670687.9406319,58507084608782512565480280053882807505189448738098588563704773804344223603355,0.608,0.611,0.6095,0.6080907919022646705534233733,-0.0014092080977353294465766267,0.003,0.03026396742155685114112442504,341.33
1781670692.9468236,36545035991883633552056406090926663943913966528619028487905434429658670628185,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
1781670692.947225,75325800980805191432247713433059602003287797994426454877102862804464373217417,0.08,0.09,0.085,0.08357588856868395773294908742,-0.00142411143131604226705091258,0.01,0.3575888568683957732949087416,666.24
1781670692.9475083,12369294935701377203300019700047987848793450009787501327274207549237196997903,0.08,0.098,0.0890,0.09618162817431288535897167938,0.00718162817431288535897167938,0.018,0.8989793430173825199428710767,287.07
1781670692.9478214,57337577889590185138539689186873180373868665712611809580343325178077191326061,0.49,0.51,0.500,0.50,0.000,0.02,0.5,1224
